Id,SalePrice
1461,126458.53
1462,154721.22
1463,189260.25
1464,182751.47
1465,199989.23
1466,181422.4
1467,182004.78
1468,169895.06
1469,177016.94
1470,122378.84
1471,192598.72
1472,112269.414
1473,108427.78
1474,150520.3
1475,146163.44
1476,366207.16
1477,248465.44
1478,279377.44
1479,213095.03
1480,466159.94
1481,306932.94
1482,203701.44
1483,176114.42
1484,178189.58
1485,170115.47
1486,195035.9
1487,309235.1
1488,220147.36
1489,214035.36
1490,211096.2
1491,187455.6
1492,102998.805
1493,189720.48
1494,277281.47
1495,283940.25
1496,212857.6
1497,184178.38
1498,150400.77
1499,150652.1
1500,155547.73
1501,170038.14
1502,165233.7
1503,309618.0
1504,208348.52
1505,206342.94
1506,185150.95
1507,239524.11
1508,212016.62
1509,163165.11
1510,149425.61
1511,148876.4
1512,176243.92
1513,146784.42
1514,184662.64
1515,192644.72
1516,173197.0
1517,152351.17
1518,127683.27
1519,232905.16
1520,135856.66
1521,141992.7
1522,169998.05
1523,108389.27
1524,133901.44
1525,133863.69
1526,132051.1
1527,112502.59
1528,143304.89
1529,142686.48
1530,173571.08
1531,123506.26
1532,109212.11
1533,151898.33
1534,126000.56
1535,171503.94
1536,127327.62
1537,97147.875
1538,175023.86
1539,175650.25
1540,117996.49
1541,147465.06
1542,143981.23
1543,202018.83
1544,91191.664
1545,122374.016
1546,128267.88
1547,146766.34
1548,151796.48
1549,126216.55
1550,144800.72
1551,129063.69
1552,161460.84
1553,145621.78
1554,125505.82
1555,177849.86
1556,107830.6
1557,130023.87
1558,103970.13
1559,113217.04
1560,164678.78
1561,142652.94
1562,135437.0
1563,126963.08
1564,173280.05
1565,166451.72
1566,199240.48
1567,85927.88
1568,228848.55
1569,159720.12
1570,130953.11
1571,142613.16
1572,148892.9
1573,243152.56
1574,130557.37
1575,201812.0
1576,226564.16
1577,212116.1
1578,148756.69
1579,145055.61
1580,194844.12
1581,151083.42
1582,130661.016
1583,347661.8
1584,246821.31
1585,140575.53
1586,96516.16
1587,111345.484
1588,151099.97
1589,110982.81
1590,144101.64
1591,95376.83
1592,135495.72
1593,129862.19
1594,138692.56
1595,131904.83
1596,209919.0
1597,175074.45
1598,193060.56
1599,173792.95
1600,176547.48
1601,86738.16
1602,121447.44
1603,115454.52
1604,278268.12
1605,248609.23
1606,171239.48
1607,171243.5
1608,234393.08
1609,208503.47
1610,168801.64
1611,152608.7
1612,167763.08
1613,169346.8
1614,128729.234
1615,86891.305
1616,75759.516
1617,91095.125
1618,135503.17
1619,140561.9
1620,161974.62
1621,131100.88
1622,151562.98
1623,281251.28
1624,224276.66
1625,126778.62
1626,178920.6
1627,187903.17
1628,290106.3
1629,175387.8
1630,329044.62
1631,215783.22
1632,233154.56
1633,167006.62
1634,183935.2
1635,183623.38
1636,162913.03
1637,190904.56
1638,206559.97
1639,186540.6
1640,253669.19
1641,188256.86
1642,219736.94
1643,214241.86
1644,223999.95
1645,197502.84
1646,156901.47
1647,142167.25
1648,139043.94
1649,141830.89
1650,124240.305
1651,124300.87
1652,112248.46
1653,116515.3
1654,160530.69
1655,166403.92
1656,147991.61
1657,159941.16
1658,152153.75
1659,160153.5
1660,158217.36
1661,504108.3
1662,372819.47
1663,393954.03
1664,447235.72
1665,310927.7
1666,307758.0
1667,339426.0
1668,316452.0
1669,288544.84
1670,332269.16
1671,254122.36
1672,475206.34
1673,305818.2
1674,245881.23
1675,182788.12
1676,184626.98
1677,223454.98
1678,402224.03
1679,359470.47
1680,316742.88
1681,252811.95
1682,275673.47
1683,178715.47
1684,166112.27
1685,171272.47
1686,167850.81
1687,162506.73
1688,183259.88
1689,189424.52
1690,185700.39
1691,175822.08
1692,255326.53
1693,166516.98
1694,181912.14
1695,162126.55
1696,277577.16
1697,164569.75
1698,364071.44
1699,321427.72
1700,227842.89
1701,263769.34
1702,267382.72
1703,281220.9
1704,324860.22
1705,244408.94
1706,389475.22
1707,230529.3
1708,233485.23
1709,264093.25
1710,216155.52
1711,259599.38
1712,237372.02
1713,262469.1
1714,217537.89
1715,192246.9
1716,178386.62
1717,157556.19
1718,130204.555
1719,201713.2
1720,242216.23
1721,167978.95
1722,104067.18
1723,152110.38
1724,220022.44
1725,223421.83
1726,188053.16
1727,173773.61
1728,185915.58
1729,166709.61
1730,169631.88
1731,123661.31
1732,136419.86
1733,122482.82
1734,130637.84
1735,133149.52
1736,120613.2
1737,331315.72
1738,219007.1
1739,253998.31
1740,199725.4
1741,180022.95
1742,164464.52
1743,163057.69
1744,295677.53
1745,211823.53
1746,214099.14
1747,204176.33
1748,223741.12
1749,158527.98
1750,146001.98
1751,217445.77
1752,126285.0
1753,140485.39
1754,215470.64
1755,165111.75
1756,131817.33
1757,128454.51
1758,146299.45
1759,174870.9
1760,162672.12
1761,162469.84
1762,174586.36
1763,171771.28
1764,116208.83
1765,174188.88
1766,179721.6
1767,217813.47
1768,142547.67
1769,145343.98
1770,140915.34
1771,136527.11
1772,135775.1
1773,142812.39
1774,125995.3
1775,134072.48
1776,125312.29
1777,123807.97
1778,139705.39
1779,120430.71
1780,186874.28
1781,137779.69
1782,86551.82
1783,129871.164
1784,112989.88
1785,129521.93
1786,154505.67
1787,155824.5
1788,52018.543
1789,111604.664
1790,97187.766
1791,186626.78
1792,158223.39
1793,150329.14
1794,146761.83
1795,142910.64
1796,126110.02
1797,133052.5
1798,128697.61
1799,128780.57
1800,118220.3
1801,135137.98
1802,154937.5
1803,148158.38
1804,140976.95
1805,138404.61
1806,131554.28
1807,142363.08
1808,123475.69
1809,124788.11
1810,153951.61
1811,107720.445
1812,108113.18
1813,124530.31
1814,103453.305
1815,73927.65
1816,106092.66
1817,116025.48
1818,157849.2
1819,123117.055
1820,77040.39
1821,131173.84
1822,155392.94
1823,63898.766
1824,135676.78
1825,154557.94
1826,102725.81
1827,125548.55
1828,149045.11
1829,113829.875
1830,147712.3
1831,157188.14
1832,129548.375
1833,144236.73
1834,131411.62
1835,168258.47
1836,140547.03
1837,100040.22
1838,148049.73
1839,97068.76
1840,173804.52
1841,156489.47
1842,95766.86
1843,140124.7
1844,142118.17
1845,147532.17
1846,157941.38
1847,146656.31
1848,65366.652
1849,115160.86
1850,124170.64
1851,174785.08
1852,139160.86
1853,142317.66
1854,165853.83
1855,156405.84
1856,229733.25
1857,172405.12
1858,137934.34
1859,120909.74
1860,154598.2
1861,120927.805
1862,272666.78
1863,262260.16
1864,262464.53
1865,315712.88
1866,331096.88
1867,247955.44
1868,302244.06
1869,192007.27
1870,270454.4
1871,235190.89
1872,170388.62
1873,217981.7
1874,138937.55
1875,202400.72
1876,200220.53
1877,215042.75
1878,198830.88
1879,140474.02
1880,138444.02
1881,237802.1
1882,259220.3
1883,196046.23
1884,217991.8
1885,275504.16
1886,302836.47
1887,192791.97
1888,327279.2
1889,165508.62
1890,132718.0
1891,141973.4
1892,110013.336
1893,140565.92
1894,114508.14
1895,149520.12
1896,131495.02
1897,123667.766
1898,127578.9
1899,139566.06
1900,152262.44
1901,174362.81
1902,145935.66
1903,218916.77
1904,129754.65
1905,173330.47
1906,169327.64
1907,192889.92
1908,127709.164
1909,136740.98
1910,130129.53
1911,190666.61
1912,234086.12
1913,151370.9
1914,83949.82
1915,296641.47
1916,90013.234
1917,266304.06
1918,136795.62
1919,164327.77
1920,153416.02
1921,405045.72
1922,311873.53
1923,205375.22
1924,202548.66
1925,219439.77
1926,395779.78
1927,140432.48
1928,169624.28
1929,134472.95
1930,130027.8
1931,139601.08
1932,135050.38
1933,176939.3
1934,185215.66
1935,176149.19
1936,188954.36
1937,183857.11
1938,167148.92
1939,234551.66
1940,198783.72
1941,176092.62
1942,190609.55
1943,202556.33
1944,306433.34
1945,386511.7
1946,149669.64
1947,312657.72
1948,174946.22
1949,235705.11
1950,170326.25
1951,257271.45
1952,218635.77
1953,160733.75
1954,201489.75
1955,130171.37
1956,268509.28
1957,167397.48
1958,299439.78
1959,134268.05
1960,109954.83
1961,117253.28
1962,111856.27
1963,119400.69
1964,121177.99
1965,154026.12
1966,154676.78
1967,303504.6
1968,402889.94
1969,372518.8
1970,403456.28
1971,466650.34
1972,346065.28
1973,280818.7
1974,313039.1
1975,454964.03
1976,282548.06
1977,333978.78
1978,390011.94
1979,320715.3
1980,191764.12
1981,314607.22
1982,249671.8
1983,203614.5
1984,166559.58
1985,201149.06
1986,208934.39
1987,197413.61
1988,176625.9
1989,190616.66
1990,205480.83
1991,227417.2
1992,215071.19
1993,176943.3
1994,233955.17
1995,184099.89
1996,253007.94
1997,323592.1
1998,294188.38
1999,263459.1
2000,299813.84
2001,269059.06
