Id,SalePrice
1461,126334.62646162276
1462,154219.87640752693
1463,189950.98702493522
1464,185513.46479324438
1465,190570.0612252812
1466,188328.14767297715
1467,184980.8592969922
1468,175439.51446619965
1469,180279.81955526065
1470,125747.45827846247
1471,195654.53338822533
1472,109657.64732300612
1473,108959.40887302917
1474,149583.8815719061
1475,128496.32228809029
1476,325270.2034399305
1477,256037.68107412488
1478,279282.54025714746
1479,261655.37263020643
1480,412221.6190125153
1481,303208.21477288473
1482,203548.77706642385
1483,187489.06695661801
1484,173815.4179795186
1485,177756.19228403817
1486,199730.51527306874
1487,296328.8761834896
1488,240332.15573393783
1489,200631.26156439845
1490,222048.49790605786
1491,193442.854846054
1492,109478.20263175941
1493,199995.62490384982
1494,285752.8900226986
1495,281648.78114694083
1496,233603.61884615422
1497,184640.98827579033
1498,153702.78392847776
1499,154244.40661971705
1500,159217.07265068268
1501,172705.83172599404
1502,159575.92875432895
1503,276412.2024153834
1504,230490.2082688083
1505,215609.27457873535
1506,188724.66946242013
1507,243607.78411604487
1508,194603.4851752396
1509,165584.45813269177
1510,151460.358016467
1511,147938.60778975734
1512,183965.87076631683
1513,154161.8057113616
1514,180593.6127610936
1515,187308.55876207649
1516,155702.25608428265
1517,147800.32641303458
1518,141292.10759219783
1519,226784.98587403886
1520,137941.93380533098
1521,145323.97310796325
1522,173311.77853006555
1523,113833.40601306135
1524,127682.04706390115
1525,130846.69309346742
1526,132324.71858065831
1527,113494.77119259442
1528,136764.77997059582
1529,144032.99520804343
1530,169878.04128582243
1531,135398.05948838836
1532,105630.03444900595
1533,139866.08914675363
1534,120766.68313259796
1535,161160.03217225932
1536,123332.23927050862
1537,94355.09252153331
1538,156683.54373063386
1539,187849.08993095794
1540,119241.40805411254
1541,142882.4904072013
1542,141394.3077612444
1543,195123.18292445107
1544,94303.70863592549
1545,115609.77407792276
1546,128228.70444113381
1547,141157.3677008634
1548,133177.9416580924
1549,119371.22501131943
1550,140074.28947847887
1551,129494.60785585985
1552,157403.42413721606
1553,134796.14553825668
1554,125475.02761574561
1555,178467.2586212071
1556,105087.20108242132
1557,109626.50969227996
1558,103743.41183617053
1559,110829.7755959596
1560,147697.4950809036
1561,144011.63772304085
1562,132547.75283511722
1563,127702.72486911883
1564,170431.3064374865
1565,163650.69898879007
1566,230943.79640905815
1567,89116.26489910675
1568,219119.34911795816
1569,155020.53028766272
1570,136800.23534438337
1571,141366.08680708805
1572,145173.3525571037
1573,247671.0909216677
1574,136284.52501113797
1575,220727.66635860797
1576,227631.741629593
1577,190584.25030940343
1578,145066.38388881477
1579,141474.3022939325
1580,191897.62797329205
1581,136690.63415939896
1582,127873.24540509864
1583,331732.5079621576
1584,242880.0585371624
1585,138267.52370495067
1586,92160.60972790908
1587,117651.73987733535
1588,146486.787476391
1589,105100.99733248365
1590,139903.71906004296
1591,98505.37365520571
1592,136721.07135582474
1593,126955.96461868672
1594,144293.8673472037
1595,127804.84554810298
1596,208036.34967430017
1597,165770.02369462873
1598,186886.39719981403
1599,169262.23374405818
1600,176021.21745328445
1601,85134.20026192087
1602,120834.37109856162
1603,112276.75802202636
1604,282287.6167580615
1605,241932.57614866187
1606,161709.98914560972
1607,166551.29646625838
1608,210796.3900134658
1609,191656.18394897302
1610,171105.7283729497
1611,152410.24033865135
1612,185324.66840046667
1613,179580.56190064695
1614,126875.25340287453
1615,91934.75656523215
1616,86864.83797215857
1617,99246.46755718737
1618,130177.86885238138
1619,135445.9118798155
1620,179573.07141920953
1621,144787.85400879345
1622,145791.9961289567
1623,276970.6908595992
1624,220178.1916145995
1625,130859.83695443165
1626,180062.25101182263
1627,190726.34036136713
1628,273609.73500630143
1629,179371.53587283485
1630,317362.80581435864
1631,219212.8257288126
1632,245361.38428102646
1633,172655.1357754392
1634,187209.33441879385
1635,182377.94339190054
1636,166408.56774008402
1637,191121.7497144568
1638,202144.465587115
1639,192169.13177789655
1640,253816.74426416476
1641,187458.04526687437
1642,211659.36585319065
1643,225467.2545407086
1644,228904.3532757261
1645,196051.3607273573
1646,157224.02581429874
1647,159978.70005909487
1648,147991.7078949069
1649,138503.86134991643
1650,121599.09725922388
1651,121616.05870849534
1652,109706.3644518487
1653,111815.18223767848
1654,160093.1309082512
1655,158369.8830494596
1656,151691.97957660232
1657,157589.14579028098
1658,155020.5094814652
1659,135211.6312021695
1660,154638.31119976335
1661,419381.4346092796
1662,344036.82907752536
1663,373192.2823406301
1664,413767.9020689867
1665,300498.10891245655
1666,333050.7546630043
1667,351647.33219378017
1668,326614.2986984176
1669,272202.64798949356
1670,342515.62914574833
1671,265611.1170340186
1672,414241.4998650795
1673,293595.256854431
1674,249282.34683676413
1675,185381.16205454562
1676,186051.62105561863
1677,200704.31805981425
1678,389100.9500848597
1679,380736.3669214534
1680,307986.70084932336
1681,237458.16386286524
1682,304803.3728094932
1683,188388.36687672953
1684,180388.6572027611
1685,173980.07260221904
1686,178472.01216147174
1687,171366.8930349902
1688,185322.79884483453
1689,190604.45555396922
1690,184691.4378905766
1691,178809.4716665632
1692,255005.5624792034
1693,172692.5730343512
1694,183979.14130680758
1695,172511.2870012994
1696,283775.06205321883
1697,172452.05541973579
1698,335005.58333736524
1699,326464.84886099846
1700,238025.69924863786
1701,265890.33640140586
1702,273471.3961273614
1703,280521.0350231976
1704,302714.07625928597
1705,222812.43550347694
1706,364680.776974803
1707,215378.5977547007
1708,216236.5534859182
1709,265787.4009844282
1710,217219.05983300213
1711,252168.55632235177
1712,264283.6402203479
1713,273028.16923791217
1714,217663.3253475217
1715,193104.97875673443
1716,180307.33822400295
1717,163443.6692595588
1718,133788.60551581916
1719,205177.70862128094
1720,238724.46164022238
1721,168110.57492719128
1722,124795.41207871388
1723,154210.80555135274
1724,218912.32240327058
1725,226088.51662479714
1726,193588.38911219168
1727,180295.2510821765
1728,182458.47442685536
1729,171232.43141281343
1730,172559.35887715328
1731,127023.56730579649
1732,129626.88192089164
1733,124190.54439505884
1734,132901.61102285984
1735,131238.7870381668
1736,123405.01824457184
1737,324261.56458180706
1738,204344.49993084493
1739,266157.88059925043
1740,229394.81718735304
1741,179968.81512381195
1742,167018.28488293116
1743,165313.11618154074
1744,301872.1476646531
1745,216794.05628695563
1746,207240.9469791358
1747,202958.13261019808
1748,231750.20633707353
1749,159757.5348326884
1750,143424.85435805938
1751,221042.06657682496
1752,125599.52275680912
1753,155156.1012204414
1754,210179.25367370126
1755,164728.54546538938
1756,128794.23602439894
1757,124326.12669861795
1758,150509.69515365676
1759,163504.8548059832
1760,162599.67080615723
1761,154585.51071904713
1762,190660.47789743484
1763,173436.7931927256
1764,122983.3721571343
1765,184594.47839418135
1766,187970.9516904043
1767,219461.8793606183
1768,142368.24016156484
1769,171619.60620237337
1770,137902.0246503242
1771,140484.14277907775
1772,142967.60566186797
1773,142250.3376625542
1774,145195.60082140504
1775,129231.4280974829
1776,122010.56457550745
1777,120593.52060437905
1778,131902.23035802355
1779,130268.6245367099
1780,186114.78938293335
1781,136579.88200794914
1782,102620.54314459182
1783,140301.32140039137
1784,111876.10149539686
1785,121723.84652001249
1786,161501.0715002293
1787,157715.8841883386
1788,66082.74285714285
1789,110144.41020411499
1790,103169.66875731846
1791,206051.0070286731
1792,149459.29470728952
1793,142023.81460619543
1794,138763.46432720713
1795,140293.98194638465
1796,134122.44634746484
1797,120596.9066068476
1798,127264.81580202248
1799,120207.45501351239
1800,131017.06496698782
1801,135792.3130808197
1802,146053.41756758903
1803,153875.43400083185
1804,139687.78178120372
1805,138941.6680955225
1806,124831.65034146042
1807,133420.22281533555
1808,121659.4524543214
1809,114906.26997525334
1810,148685.5749982797
1811,105863.18138099233
1812,97633.12054628378
1813,126051.2695911868
1814,104987.04307073679
1815,77124.95412698413
1816,106655.3179403955
1817,120684.77790341544
1818,147829.549266495
1819,128083.5182628337
1820,82694.34392736893
1821,121341.6378889409
1822,145577.6601443921
1823,67578.80284992784
1824,133981.31865503755
1825,148204.00332170166
1826,111655.23587068757
1827,124641.44240628151
1828,136490.3421266542
1829,110885.10262738043
1830,131202.93201766268
1831,157082.1516118885
1832,119426.29697733466
1833,136968.01619547023
1834,130059.55364323474
1835,146542.12008662027
1836,132584.3200194466
1837,93425.97940830067
1838,137062.0628630411
1839,101503.01020802633
1840,162418.72763889804
1841,145759.8901915073
1842,102032.77920689242
1843,143814.5749221366
1844,138547.38575676552
1845,154340.2590391285
1846,152364.9696163416
1847,167733.5019259373
1848,68937.33730158731
1849,123216.95997789242
1850,128899.84903823206
1851,167790.227032944
1852,136724.8963675978
1853,146209.21990747796
1854,161624.94755063523
1855,156433.71029378712
1856,220696.12235698994
1857,173897.93081880346
1858,141373.19712577126
1859,133434.7532549368
1860,150818.6537856844
1861,133661.2395049368
1862,285908.6875128756
1863,274540.08290990646
1864,275769.5559868295
1865,308535.06984927645
1866,329800.2033204002
1867,247239.2841923371
1868,294315.2006104275
1869,200930.47538043634
1870,227250.25781447615
1871,241753.8125541438
1872,173157.33324299924
1873,221034.2292278791
1874,136308.27023647365
1875,215236.10828216324
1876,201731.52106461834
1877,223377.20709835447
1878,218243.35905713585
1879,131693.18112164014
1880,135148.3649117264
1881,248433.3983044538
1882,259587.37270541172
1883,199411.32774986923
1884,212337.71405374908
1885,254680.6902413809
1886,302966.18752940657
1887,213915.94331242965
1888,282381.47490579094
1889,170300.07457816685
1890,134156.21503665653
1891,142925.0081783557
1892,115877.99645177662
1893,141126.4242440077
1894,125813.12000523666
1895,161135.19146883718
1896,131736.40557893575
1897,126709.56900134702
1898,125096.12086757852
1899,140525.6612219653
1900,137572.59445919044
1901,164789.24380377814
1902,143176.9573011012
1903,206502.271627885
1904,138112.08895363667
1905,188630.78025346395
1906,147546.37000776592
1907,184528.48061598235
1908,124096.91868676916
1909,131416.3760940318
1910,131528.76236193054
1911,199297.15467112523
1912,274743.6938539478
1913,152646.53882488539
1914,87273.18054506835
1915,307275.65497788705
1916,91956.64266141565
1917,259951.16075984348
1918,135318.35781333855
1919,169224.99010440797
1920,171508.1361357156
1921,392411.72695868014
1922,300985.2827619445
1923,202625.67066499588
1924,224386.50847424843
1925,219560.5251821917
1926,366907.76987758355
1927,135542.76220370975
1928,163759.19892776993
1929,126379.71335310095
1930,141876.6331248098
1931,140536.98945400043
1932,142094.2592770006
1933,170279.376446373
1934,185861.19214676777
1935,174106.31390740525
1936,196845.45590391866
1937,188706.33106018772
1938,180433.8458010558
1939,250435.23165968448
1940,192078.1435219119
1941,184106.94068902265
1942,194705.09988266858
1943,199500.92000869472
1944,299402.56058425014
1945,341460.86784511595
1946,163625.95933798017
1947,296837.3663431437
1948,177290.74119044284
1949,232750.50836591463
1950,174577.6288231571
1951,254538.21213825123
1952,224745.44420250363
1953,161690.9062793325
1954,200677.15462560975
1955,133038.14404563306
1956,277105.7764839411
1957,172431.36963633372
1958,301822.12368858035
1959,149884.11741991117
1960,116650.19513148857
1961,121696.3597584595
1962,110683.28198080283
1963,112975.20158309472
1964,118593.90673956567
1965,154590.45017938665
1966,146117.32036594837
1967,280226.0469511299
1968,408246.25076479086
1969,363371.11946244305
1970,389620.7136769342
1971,393344.4359521035
1972,314236.1460254105
1973,268679.5779088691
1974,300165.49970100814
1975,396092.6673040294
1976,278905.36763977335
1977,345223.15107149736
1978,337968.27979955083
1979,319049.8712597059
1980,191856.4253612483
1981,325530.6371612014
1982,214825.4904569383
1983,200421.14263194543
1984,172234.42954243388
1985,220917.41493983657
1986,224048.644717738
1987,181210.68877022283
1988,179942.9609900914
1989,194897.7103713269
1990,217134.3881919154
1991,206456.2148130685
1992,215375.04006080338
1993,175246.81011340354
1994,248887.64718996163
1995,184676.47103973292
1996,261722.59335616167
1997,295475.8059896737
1998,338916.8416966226
1999,253247.64865966752
2000,294247.268681429
2001,267149.34150159697
2002,236809.30160113954
2003,254824.47504604858
2004,256980.76483804334
2005,219408.32346107037
2006,215937.3941414916
2007,266611.77854774526
2008,204976.16951401354
2009,194034.25465082892
2010,193664.62979037652
2011,138294.1989176465
2012,179884.88008460353
2013,181796.88905961596
2014,190278.8045055794
2015,194872.7891622594
2016,193524.86343161375
2017,198312.04380959552
2018,130874.71907318503
2019,135735.60548914972
2020,123544.10397521737
2021,120677.2448380292
2022,183582.61910894784
2023,150120.51865368593
2024,241232.01862387639
2025,328891.6578540085
2026,183619.66096546312
2027,154917.97520015118
2028,160855.98953941022
2029,164476.65904943718
2030,269633.0347426368
2031,218944.24324738272
